wave	var	page	description	labels	depends_on	section	source
Interview 1 (prenatal, ~12 wk gestation)	A151_9	45	How many minutes at a time do (answer in 149)?	1. Minutes | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A151_10	45	How many minutes at a time do (answer in 149)?	1. Minutes | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A151_11	45	How many minutes at a time do (answer in 149)?	1. Minutes | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A151_12	45	How many minutes at a time do (answer in 149)?	1. Minutes | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A151_13	45	How many minutes at a time do (answer in 149)?	1. Minutes | 2. do not know | 3. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A151A.1-13	46	total minutes at a time		Depends on: A151.1	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A152	46	On average, how many hours per day do you watch televison or videos?	1. have no television set | 2. less than 1 hours | 3. 1 hour | 4. 1½hour | 5. 2 hours | 6. 2½ hours | 7. 3 hours | 8. 3½ hours | 9. 4 hours | 10. 4½ hours | 11. 5 hours or more | 12. do not know | 13. do not want to answer | 99. undefined | 100 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A153	46	How often are you in contact with family members, by telephone or in person?	1. every day | 2. several times/week | 3. weekly | 4. 1 to 3 times/month | 5. more seldom | 6. never | 7. do not know | 8. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A154	46	Do you have anyone besides your partner that you can talk personal matters with?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A155	46	Do you have anyone besides your partner that can help with practical matters, if needed?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A156	46	Do you have anyone besides your partner that can help you out financially if needed?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. undefined | 10 irrelevant | The following questions concern your educational background and your work situation		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A157	47	Are you attending school or vocational training?	1. yes | 2. no | 3. do not know | 4. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A158	47	What education are you attending?	1. basic school , to 9th grade | 2. HTX (higher techical exam) or HHX (higher commercial exam) | 3. high school | 4. semi-skilled worker training | 5. basic commercial vocational training | 6. professional training | 7. other vocational training | 8. short further education, less than 3 years | 9. medium further education, more than 3-4 years | 10.long further higher education more than 4 years | 11.other education | 12.do not know | 13.do not want to answer | 99. Undefined | 100. irrelevant	Depends on: A157	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A158A	47	other education, text		Depends on: A158	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A159	47	What is your present employment situation? Do you have a job?	1. yes, one job | 2. yes, two jobs | 3. yes, more than two jobs | 4. no | 5. do not know | 6. do not want to answer | 9. undefined | 10 irrelevant		AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A160	47	Do you go to work now?	1. yes | 2. no, on sick leave | 3. no, on absense leave due to the nature of the work | 4. no, maternity leave | 5. no, edcation leave | 6. no,other | 7. do not know | 8. do not want to answer | 9. undefined | 10 irrelevant	Depends on: A159	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A160A	48	other, text		Depends on: A160	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A161	48	How are you being supported financially at the moment?	1. leave, maternity or education | 2. unemployment benefits | 3. rehabilitation | 4. social benefits | 5. pension | 6. supported by spouse or family | 7. study grant | 8. sickness benefit | 9. other kinds of support | 10. do not know | 11. do not want to answer | 99. Undefined | 100. Irrelevant	Depends on: A159 A160	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A162	48	How long has it been since your last employment?	1. never been employed | 2. less than a month | 3. 1-3 months | 4. 4-6 months | 5. 7-12 months | 6. 13-24 months | 7. 2-5 years | 8. more than 5 years | 9. do not know | 10. do not want to answer | 99. Undefined | 100. Irrelevant | If two or more jobs in 159: Please repeat the questions 163-167A and the marking picture 1 to describe all | jobs.	Depends on: A159 A160	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A163.1-2	48	What is the exact title of your job no. xx?	1. Chemist's assistant | 2. Bank clerk | 3. Book keeper | 4. Printer | 5. Bus driver | 6. Shop assistant | 7. Shop manager | 8. Child-minder | 9. Buisness manager | 10. EDP assistant | 11. Occupational therapist | 12. Specialist teacher | 13. Teacher common school | 14. Hairdresser | 15. Physiotherapist | 16. Gardener's asssistant | 17. Upper secondary school teacher | 18. Domestic help | 19. Dental nurse | 20. Clerk | 21. Office head | 22. Office worker | 23. Kitchen assistant | 24. Laboratory technician | 25. Warehouse worker | 26. Skilled farm worker | 27. Doctor | 28. Painter | 29. Care assistant | 30. Post office employee | 31. Postman | 32. Educationalist | 33. Educationalist assistant | 34. Dry cleaner | 35. Accountant | 36. Sales assistant | 37. Secretary | 38. Waitress | 39. Butcher | 40. Slaughterhouse worker | 41. Social worker | 42. Auxiliary nurse | 43. Nurse | 44. Taxi driver In the versions from | 45. other: job code: /A163AX jun97, sep97 and dec97, | 46. do not know only 3 answer | 47. do not want to answer categories were used | 99. Undefined (45-47) | 100. Irrelevant | 101. Not asked	Depends on: A159 A160 A162	AND NOW, QUESTIONS ABOUT SMOKING	range-header
Interview 1 (prenatal, ~12 wk gestation)	A163_1	48	What is the exact title of your job no. xx?	1. Chemist's assistant | 2. Bank clerk | 3. Book keeper | 4. Printer | 5. Bus driver | 6. Shop assistant | 7. Shop manager | 8. Child-minder | 9. Buisness manager | 10. EDP assistant | 11. Occupational therapist | 12. Specialist teacher | 13. Teacher common school | 14. Hairdresser | 15. Physiotherapist | 16. Gardener's asssistant | 17. Upper secondary school teacher | 18. Domestic help | 19. Dental nurse | 20. Clerk | 21. Office head | 22. Office worker | 23. Kitchen assistant | 24. Laboratory technician | 25. Warehouse worker | 26. Skilled farm worker | 27. Doctor | 28. Painter | 29. Care assistant | 30. Post office employee | 31. Postman | 32. Educationalist | 33. Educationalist assistant | 34. Dry cleaner | 35. Accountant | 36. Sales assistant | 37. Secretary | 38. Waitress | 39. Butcher | 40. Slaughterhouse worker | 41. Social worker | 42. Auxiliary nurse | 43. Nurse | 44. Taxi driver In the versions from | 45. other: job code: /A163AX jun97, sep97 and dec97, | 46. do not know only 3 answer | 47. do not want to answer categories were used | 99. Undefined (45-47) | 100. Irrelevant | 101. Not asked	Depends on: A159 A160 A162	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A163_2	48	What is the exact title of your job no. xx?	1. Chemist's assistant | 2. Bank clerk | 3. Book keeper | 4. Printer | 5. Bus driver | 6. Shop assistant | 7. Shop manager | 8. Child-minder | 9. Buisness manager | 10. EDP assistant | 11. Occupational therapist | 12. Specialist teacher | 13. Teacher common school | 14. Hairdresser | 15. Physiotherapist | 16. Gardener's asssistant | 17. Upper secondary school teacher | 18. Domestic help | 19. Dental nurse | 20. Clerk | 21. Office head | 22. Office worker | 23. Kitchen assistant | 24. Laboratory technician | 25. Warehouse worker | 26. Skilled farm worker | 27. Doctor | 28. Painter | 29. Care assistant | 30. Post office employee | 31. Postman | 32. Educationalist | 33. Educationalist assistant | 34. Dry cleaner | 35. Accountant | 36. Sales assistant | 37. Secretary | 38. Waitress | 39. Butcher | 40. Slaughterhouse worker | 41. Social worker | 42. Auxiliary nurse | 43. Nurse | 44. Taxi driver In the versions from | 45. other: job code: /A163AX jun97, sep97 and dec97, | 46. do not know only 3 answer | 47. do not want to answer categories were used | 99. Undefined (45-47) | 100. Irrelevant | 101. Not asked	Depends on: A159 A160 A162	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A163A.1-2	49	(only the versions from may98 and nov98) type 4-figured job code		Depends on: A163	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A163AX.1-2	49	(only the versions from jun97, sep97 and dec97) Job description (text)		Depends on: A163	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A164.1-2	50	What kind of institution or business do you work for in your job no. xx?	1. Chemist, perfumery, druggist | 2. Auto repair | 3. Data processing company | 4. Retail trade (-5 & 6) | 5. Retail trade (clothes and shoes) | 6. Retail trade (furniture) | 7. Lower secondary school | 8. Defence, police and justice | 9. Freight | 10. Administration (tax) | 11. Freight, ports (NOT TRANSPORTATION) | 12. Upper secondary school, vocational training | 13. Trade cars and motorbikes | 14. Hospitals | 15. Hotels | 16. Railway and coaches | 17. Air freight | 18. Doctors, dentists, veterinary | 19. Public administration, counties and state | 20. Financial institutions | 21. Mail services | 22. Mortage credit institutions | 23. Shipping and freight companies | 24. Shipping, passenger | 25. Advertising and PR and marketing | 26. Cleaning companies | 27. Restaurants | 28. Accountancy and book keeping | 29. Counsulting engineers,architects, etc | 30. Gas stations | 31. Sociale institutions, kids and youth | 32. Sociale institutions, adults | 33. Specialized shops, food | 34. Supermarkets, etc | 35. Taxi and tourist haulage contractors | 36. Tele communication | 37. Department stores | 38. Institutions for higher education | 39. Institutions for adult education and training. | 40. other, text | 41. do not know In the versions from jun97, | 42. do not want to answer sep97 and dec97, only 3 answer | 99. Undefined categories were used (40-42) | 100. Irrelevant | 101. Not asked	Depends on: A159 A160 A162	AND NOW, QUESTIONS ABOUT SMOKING	range-header
Interview 1 (prenatal, ~12 wk gestation)	A164_1	50	What kind of institution or business do you work for in your job no. xx?	1. Chemist, perfumery, druggist | 2. Auto repair | 3. Data processing company | 4. Retail trade (-5 & 6) | 5. Retail trade (clothes and shoes) | 6. Retail trade (furniture) | 7. Lower secondary school | 8. Defence, police and justice | 9. Freight | 10. Administration (tax) | 11. Freight, ports (NOT TRANSPORTATION) | 12. Upper secondary school, vocational training | 13. Trade cars and motorbikes | 14. Hospitals | 15. Hotels | 16. Railway and coaches | 17. Air freight | 18. Doctors, dentists, veterinary | 19. Public administration, counties and state | 20. Financial institutions | 21. Mail services | 22. Mortage credit institutions | 23. Shipping and freight companies | 24. Shipping, passenger | 25. Advertising and PR and marketing | 26. Cleaning companies | 27. Restaurants | 28. Accountancy and book keeping | 29. Counsulting engineers,architects, etc | 30. Gas stations | 31. Sociale institutions, kids and youth | 32. Sociale institutions, adults | 33. Specialized shops, food | 34. Supermarkets, etc | 35. Taxi and tourist haulage contractors | 36. Tele communication | 37. Department stores | 38. Institutions for higher education | 39. Institutions for adult education and training. | 40. other, text | 41. do not know In the versions from jun97, | 42. do not want to answer sep97 and dec97, only 3 answer | 99. Undefined categories were used (40-42) | 100. Irrelevant | 101. Not asked	Depends on: A159 A160 A162	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A164_2	50	What kind of institution or business do you work for in your job no. xx?	1. Chemist, perfumery, druggist | 2. Auto repair | 3. Data processing company | 4. Retail trade (-5 & 6) | 5. Retail trade (clothes and shoes) | 6. Retail trade (furniture) | 7. Lower secondary school | 8. Defence, police and justice | 9. Freight | 10. Administration (tax) | 11. Freight, ports (NOT TRANSPORTATION) | 12. Upper secondary school, vocational training | 13. Trade cars and motorbikes | 14. Hospitals | 15. Hotels | 16. Railway and coaches | 17. Air freight | 18. Doctors, dentists, veterinary | 19. Public administration, counties and state | 20. Financial institutions | 21. Mail services | 22. Mortage credit institutions | 23. Shipping and freight companies | 24. Shipping, passenger | 25. Advertising and PR and marketing | 26. Cleaning companies | 27. Restaurants | 28. Accountancy and book keeping | 29. Counsulting engineers,architects, etc | 30. Gas stations | 31. Sociale institutions, kids and youth | 32. Sociale institutions, adults | 33. Specialized shops, food | 34. Supermarkets, etc | 35. Taxi and tourist haulage contractors | 36. Tele communication | 37. Department stores | 38. Institutions for higher education | 39. Institutions for adult education and training. | 40. other, text | 41. do not know In the versions from jun97, | 42. do not want to answer sep97 and dec97, only 3 answer | 99. Undefined categories were used (40-42) | 100. Irrelevant | 101. Not asked	Depends on: A159 A160 A162	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A164A.1-2	50	text (other trade)		Depends on: A164	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A165.1-2	50	How many hours per week do you work as a (answer in 163) AM000	1. answer exists | 2. do not know | 3. do not want to answer | 9. undefined | 10 Irrelevant	Depends on: A159 A162 A163	AND NOW, QUESTIONS ABOUT SMOKING	range-header
Interview 1 (prenatal, ~12 wk gestation)	A165_1	50	How many hours per week do you work as a (answer in 163) AM000	1. answer exists | 2. do not know | 3. do not want to answer | 9. undefined | 10 Irrelevant	Depends on: A159 A162 A163	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A165_2	50	How many hours per week do you work as a (answer in 163) AM000	1. answer exists | 2. do not know | 3. do not want to answer | 9. undefined | 10 Irrelevant	Depends on: A159 A162 A163	AND NOW, QUESTIONS ABOUT SMOKING	expanded
Interview 1 (prenatal, ~12 wk gestation)	A165A.1-2	51	Total hours per week		Depends on: A165	AND NOW, QUESTIONS ABOUT SMOKING	extracted
Interview 1 (prenatal, ~12 wk gestation)	A166.1-2	51	What is the exact title of your job no. xx?	1. Chemist's assistant | 2. Bank clerk | 3. Book keeper | 4. Printer | 5. Bus driver | 6. Shop assistant | 7. Shop manager | 8. Child-minder | 9. Buisness manager | 10. EDP assistant | 11. Occupational therapist | 12. Specialist teacher | 13. Teacher common school | 14. Hairdresser | 15. Physiotherapist | 16. Gardener's assistant | 17. Upper secondary school teacher | 18. Domestic help | 19. Dental nurse | 20. Clerk | 21. Office head | 22. Office worker | 23. Kitchen assistant | 24. Laboratory technician | 25. Warehouse worker | 26. Skilled farm worker | 27. Doctor | 28. Painter | 29. Care assistant | 30. Post office employee | 31. Postman | 32. Educationalist | 33. Educationalist assistant | 34. Dry cleaner | 35. Accountant | 36. Sales assistant | 37. Secretary | 38. Waitress | 39. Butcher | 40. Slaughterhouse worker | 41. Social worker | 42. Auxiliary nurse | 43. Nurse | 44. Taxi driver | 45. other: job code: /A166AX In the versions from | 46. do not know jun97, sep97 and dec97, | 47. do not want to answer only 3 answer categories | 99. undefined were used (45-47) | 100 irrelevant | 101 not asked	Depends on: A159 A160 A162	AND NOW, QUESTIONS ABOUT SMOKING	range-header
Interview 1 (prenatal, ~12 wk gestation)	A166_1	51	What is the exact title of your job no. xx?	1. Chemist's assistant | 2. Bank clerk | 3. Book keeper | 4. Printer | 5. Bus driver | 6. Shop assistant | 7. Shop manager | 8. Child-minder | 9. Buisness manager | 10. EDP assistant | 11. Occupational therapist | 12. Specialist teacher | 13. Teacher common school | 14. Hairdresser | 15. Physiotherapist | 16. Gardener's assistant | 17. Upper secondary school teacher | 18. Domestic help | 19. Dental nurse | 20. Clerk | 21. Office head | 22. Office worker | 23. Kitchen assistant | 24. Laboratory technician | 25. Warehouse worker | 26. Skilled farm worker | 27. Doctor | 28. Painter | 29. Care assistant | 30. Post office employee | 31. Postman | 32. Educationalist | 33. Educationalist assistant | 34. Dry cleaner | 35. Accountant | 36. Sales assistant | 37. Secretary | 38. Waitress | 39. Butcher | 40. Slaughterhouse worker | 41. Social worker | 42. Auxiliary nurse | 43. Nurse | 44. Taxi driver | 45. other: job code: /A166AX In the versions from | 46. do not know jun97, sep97 and dec97, | 47. do not want to answer only 3 answer categories | 99. undefined were used (45-47) | 100 irrelevant | 101 not asked	Depends on: A159 A160 A162	AND NOW, QUESTIONS ABOUT SMOKING	expanded
